year,section,characteristic,income_group,estimate_raw,estimate,flag,estimate_log
2023,Heating Problems,Uncomfortably cold for 24 hours or more,"Less than $10,000",944,944.0,ok,6.851184927493743
2023,Heating Problems,With heating equipment and occupied last winter,"$10,000 to $19,999","8,578",8578.0,ok,9.057072635572965
2023,Heating Problems,With heating equipment and occupied last winter,"$100,000 to $119,999","9,647",9647.0,ok,9.174505918966966
2023,Heating Problems,With heating equipment and occupied last winter,"$120,000 to $139,999","7,914",7914.0,ok,8.976514972315112
2023,Heating Problems,With heating equipment and occupied last winter,"$140,000 to $159,999","6,425",6425.0,ok,8.768107539675803
2023,Heating Problems,With heating equipment and occupied last winter,"$160,000 to $179,999","4,555",4555.0,ok,8.424200324567073
2023,Heating Problems,With heating equipment and occupied last winter,"$180,000 to $199,999","3,398",3398.0,ok,8.131236549696116
2023,Heating Problems,With heating equipment and occupied last winter,"$20,000 to $29,999","8,967",8967.0,ok,9.101417964751995
2023,Heating Problems,With heating equipment and occupied last winter,"$200,000 or more","14,095",14095.0,ok,9.553646348175961
2023,Heating Problems,With heating equipment and occupied last winter,"$30,000 to $39,999","9,275",9275.0,ok,9.135185698375423
2023,Heating Problems,With heating equipment and occupied last winter,"$40,000 to $49,999","9,028",9028.0,ok,9.10819689830748
2023,Heating Problems,With heating equipment and occupied last winter,"$50,000 to $59,999","8,773",8773.0,ok,9.07954808172616
2023,Heating Problems,With heating equipment and occupied last winter,"$60,000 to $79,999","15,676",15676.0,ok,9.659949949068531
2023,Heating Problems,With heating equipment and occupied last winter,"$80,000 to $99,999","12,461",12461.0,ok,9.430439293104167
2023,Heating Problems,With heating equipment and occupied last winter,"Less than $10,000","8,767",8767.0,ok,9.078864009187797
2023,Housing Adequacy,Adequate,"$10,000 to $19,999","8,100",8100.0,ok,8.999742789830492
2023,Housing Adequacy,Adequate,"$100,000 to $119,999","9,769",9769.0,ok,9.187071745036828
2023,Housing Adequacy,Adequate,"$120,000 to $139,999","7,995",7995.0,ok,8.98669669562029
2023,Housing Adequacy,Adequate,"$140,000 to $159,999","6,483",6483.0,ok,8.777092882855566
2023,Housing Adequacy,Adequate,"$160,000 to $179,999","4,576",4576.0,ok,8.428799040653642
2023,Housing Adequacy,Adequate,"$180,000 to $199,999","3,403",3403.0,ok,8.132706489693264
2023,Housing Adequacy,Adequate,"$20,000 to $29,999","8,748",8748.0,ok,9.076694687106265
2023,Housing Adequacy,Adequate,"$200,000 or more","14,139",14139.0,ok,9.556762939450564
2023,Housing Adequacy,Adequate,"$30,000 to $39,999","9,186",9186.0,ok,9.125544720271467
2023,Housing Adequacy,Adequate,"$40,000 to $49,999","8,940",8940.0,ok,9.098402718735318
2023,Housing Adequacy,Adequate,"$50,000 to $59,999","8,808",8808.0,ok,9.083529205109796
2023,Housing Adequacy,Adequate,"$60,000 to $79,999","15,595",15595.0,ok,9.654769750102489
2023,Housing Adequacy,Adequate,"$80,000 to $99,999","12,543",12543.0,ok,9.436997742590188
2023,Housing Adequacy,Adequate,"Less than $10,000","8,492",8492.0,ok,9.04699757378001
2023,Housing Adequacy,Electric or wiring,"$10,000 to $19,999",S,,suppressed,
2023,Housing Adequacy,Electric or wiring,"$100,000 to $119,999",S,,suppressed,
2023,Housing Adequacy,Electric or wiring,"$120,000 to $139,999",S,,suppressed,
2023,Housing Adequacy,Electric or wiring,"$140,000 to $159,999",.,,blank_or_na,
2023,Housing Adequacy,Electric or wiring,"$160,000 to $179,999",S,,suppressed,
2023,Housing Adequacy,Electric or wiring,"$180,000 to $199,999",S,,suppressed,
2023,Housing Adequacy,Electric or wiring,"$20,000 to $29,999",S,,suppressed,
2023,Housing Adequacy,Electric or wiring,"$200,000 or more",S,,suppressed,
2023,Housing Adequacy,Electric or wiring,"$30,000 to $39,999",S,,suppressed,
2023,Housing Adequacy,Electric or wiring,"$40,000 to $49,999",S,,suppressed,
2023,Housing Adequacy,Electric or wiring,"$50,000 to $59,999",S,,suppressed,
2023,Housing Adequacy,Electric or wiring,"$60,000 to $79,999",S,,suppressed,
2023,Housing Adequacy,Electric or wiring,"$80,000 to $99,999",S,,suppressed,
2023,Housing Adequacy,Electric or wiring,"Less than $10,000",43,43.0,ok,3.784189633918261
2023,Housing Adequacy,Heating,"$10,000 to $19,999",118,118.0,ok,4.77912349311153
2023,Housing Adequacy,Heating,"$100,000 to $119,999",S,,suppressed,
2023,Housing Adequacy,Heating,"$120,000 to $139,999",S,,suppressed,
2023,Housing Adequacy,Heating,"$140,000 to $159,999",S,,suppressed,
2023,Housing Adequacy,Heating,"$160,000 to $179,999",S,,suppressed,
2023,Housing Adequacy,Heating,"$180,000 to $199,999",S,,suppressed,
2023,Housing Adequacy,Heating,"$20,000 to $29,999",133,133.0,ok,4.897839799950911
2023,Housing Adequacy,Heating,"$200,000 or more",S,,suppressed,
2023,Housing Adequacy,Heating,"$30,000 to $39,999",104,104.0,ok,4.653960350157523
2023,Housing Adequacy,Heating,"$40,000 to $49,999",71,71.0,ok,4.276666119016055
2023,Housing Adequacy,Heating,"$50,000 to $59,999",99,99.0,ok,4.605170185988092
2023,Housing Adequacy,Heating,"$60,000 to $79,999",93,93.0,ok,4.543294782270004
2023,Housing Adequacy,Heating,"$80,000 to $99,999",70,70.0,ok,4.2626798770413155
2023,Housing Adequacy,Heating,"Less than $10,000",125,125.0,ok,4.836281906951478
2023,Housing Adequacy,Moderately inadequate,"$10,000 to $19,999",647,647.0,ok,6.473890696352274
2023,Housing Adequacy,Moderately inadequate,"$100,000 to $119,999",216,216.0,ok,5.37989735354046
2023,Housing Adequacy,Moderately inadequate,"$120,000 to $139,999",200,200.0,ok,5.303304908059076
2023,Housing Adequacy,Moderately inadequate,"$140,000 to $159,999",143,143.0,ok,4.969813299576001
2023,Housing Adequacy,Moderately inadequate,"$160,000 to $179,999",80,80.0,ok,4.394449154672439
2023,Housing Adequacy,Moderately inadequate,"$180,000 to $199,999",51,51.0,ok,3.9512437185814275
2023,Housing Adequacy,Moderately inadequate,"$20,000 to $29,999",406,406.0,ok,6.008813185442595
2023,Housing Adequacy,Moderately inadequate,"$200,000 or more",364,364.0,ok,5.8998973535824915
2023,Housing Adequacy,Moderately inadequate,"$30,000 to $39,999",459,459.0,ok,6.131226489483141
2023,Housing Adequacy,Moderately inadequate,"$40,000 to $49,999",404,404.0,ok,6.003887067106539
2023,Housing Adequacy,Moderately inadequate,"$50,000 to $59,999",311,311.0,ok,5.7430031878094825
2023,Housing Adequacy,Moderately inadequate,"$60,000 to $79,999",635,635.0,ok,6.455198563340122
2023,Housing Adequacy,Moderately inadequate,"$80,000 to $99,999",367,367.0,ok,5.908082938168931
2023,Housing Adequacy,Moderately inadequate,"Less than $10,000",519,519.0,ok,6.253828811575473
2023,Housing Adequacy,Other,"$10,000 to $19,999",388,388.0,ok,5.963579343618446
2023,Housing Adequacy,Other,"$100,000 to $119,999",70,70.0,ok,4.2626798770413155
2023,Housing Adequacy,Other,"$120,000 to $139,999",98,98.0,ok,4.59511985013459
2023,Housing Adequacy,Other,"$140,000 to $159,999",61,61.0,ok,4.127134385045092
2023,Housing Adequacy,Other,"$160,000 to $179,999",S,,suppressed,
2023,Housing Adequacy,Other,"$180,000 to $199,999",S,,suppressed,
2023,Housing Adequacy,Other,"$20,000 to $29,999",244,244.0,ok,5.501258210544727
2023,Housing Adequacy,Other,"$200,000 or more",105,105.0,ok,4.663439094112067
2023,Housing Adequacy,Other,"$30,000 to $39,999",184,184.0,ok,5.220355825078325
2023,Housing Adequacy,Other,"$40,000 to $49,999",156,156.0,ok,5.056245805348308
2023,Housing Adequacy,Other,"$50,000 to $59,999",158,158.0,ok,5.0689042022202315
2023,Housing Adequacy,Other,"$60,000 to $79,999",296,296.0,ok,5.6937321388027
2023,Housing Adequacy,Other,"$80,000 to $99,999",136,136.0,ok,4.919980925828125
2023,Housing Adequacy,Other,"Less than $10,000",297,297.0,ok,5.697093486505405
2023,Housing Adequacy,Plumbing,"$10,000 to $19,999",98,98.0,ok,4.59511985013459
2023,Housing Adequacy,Plumbing,"$100,000 to $119,999",S,,suppressed,
2023,Housing Adequacy,Plumbing,"$120,000 to $139,999",S,,suppressed,
2023,Housing Adequacy,Plumbing,"$140,000 to $159,999",.,,blank_or_na,
2023,Housing Adequacy,Plumbing,"$160,000 to $179,999",S,,suppressed,
2023,Housing Adequacy,Plumbing,"$180,000 to $199,999",S,,suppressed,
2023,Housing Adequacy,Plumbing,"$20,000 to $29,999",S,,suppressed,
2023,Housing Adequacy,Plumbing,"$200,000 or more",S,,suppressed,
2023,Housing Adequacy,Plumbing,"$30,000 to $39,999",S,,suppressed,
2023,Housing Adequacy,Plumbing,"$40,000 to $49,999",S,,suppressed,
2023,Housing Adequacy,Plumbing,"$50,000 to $59,999",S,,suppressed,
2023,Housing Adequacy,Plumbing,"$60,000 to $79,999",S,,suppressed,
2023,Housing Adequacy,Plumbing,"$80,000 to $99,999",S,,suppressed,
2023,Housing Adequacy,Plumbing,"Less than $10,000",101,101.0,ok,4.624972813284271
2023,Housing Adequacy,Severely inadequate,"$10,000 to $19,999",263,263.0,ok,5.575949103146316
2023,Housing Adequacy,Severely inadequate,"$100,000 to $119,999",67,67.0,ok,4.219507705176107
2023,Housing Adequacy,Severely inadequate,"$120,000 to $139,999",S,,suppressed,
2023,Housing Adequacy,Severely inadequate,"$140,000 to $159,999",S,,suppressed,
2023,Housing Adequacy,Severely inadequate,"$160,000 to $179,999",S,,suppressed,
2023,Housing Adequacy,Severely inadequate,"$180,000 to $199,999",S,,suppressed,
2023,Housing Adequacy,Severely inadequate,"$20,000 to $29,999",214,214.0,ok,5.3706380281276624
2023,Housing Adequacy,Severely inadequate,"$200,000 or more",48,48.0,ok,3.8918202981106265
2023,Housing Adequacy,Severely inadequate,"$30,000 to $39,999",140,140.0,ok,4.948759890378168
2023,Housing Adequacy,Severely inadequate,"$40,000 to $49,999",118,118.0,ok,4.77912349311153
2023,Housing Adequacy,Severely inadequate,"$50,000 to $59,999",139,139.0,ok,4.941642422609304
2023,Housing Adequacy,Severely inadequate,"$60,000 to $79,999",147,147.0,ok,4.997212273764115
2023,Housing Adequacy,Severely inadequate,"$80,000 to $99,999",135,135.0,ok,4.912654885736052
2023,Housing Adequacy,Severely inadequate,"Less than $10,000",260,260.0,ok,5.564520407322694
2023,Housing Adequacy,Upkeep,"$10,000 to $19,999",51,51.0,ok,3.9512437185814275
2023,Housing Adequacy,Upkeep,"$100,000 to $119,999",S,,suppressed,
2023,Housing Adequacy,Upkeep,"$120,000 to $139,999",S,,suppressed,
2023,Housing Adequacy,Upkeep,"$140,000 to $159,999",.,,blank_or_na,
2023,Housing Adequacy,Upkeep,"$160,000 to $179,999",.,,blank_or_na,
2023,Housing Adequacy,Upkeep,"$180,000 to $199,999",S,,suppressed,
2023,Housing Adequacy,Upkeep,"$20,000 to $29,999",S,,suppressed,
2023,Housing Adequacy,Upkeep,"$200,000 or more",S,,suppressed,
2023,Housing Adequacy,Upkeep,"$30,000 to $39,999",S,,suppressed,
2023,Housing Adequacy,Upkeep,"$40,000 to $49,999",S,,suppressed,
2023,Housing Adequacy,Upkeep,"$50,000 to $59,999",S,,suppressed,
2023,Housing Adequacy,Upkeep,"$60,000 to $79,999",S,,suppressed,
2023,Housing Adequacy,Upkeep,"$80,000 to $99,999",S,,suppressed,
2023,Housing Adequacy,Upkeep,"Less than $10,000",73,73.0,ok,4.304065093204169
2023,How well home stays cool without aid of cooling device:,Not reported,"$10,000 to $19,999",293,293.0,ok,5.683579767338681
2023,How well home stays cool without aid of cooling device:,Not reported,"$100,000 to $119,999",241,241.0,ok,5.488937726156687
2023,How well home stays cool without aid of cooling device:,Not reported,"$120,000 to $139,999",312,312.0,ok,5.746203190540153
2023,How well home stays cool without aid of cooling device:,Not reported,"$140,000 to $159,999",208,208.0,ok,5.342334251964811
2023,How well home stays cool without aid of cooling device:,Not reported,"$160,000 to $179,999",225,225.0,ok,5.420534999272286
2023,How well home stays cool without aid of cooling device:,Not reported,"$180,000 to $199,999",S,,suppressed,
2023,How well home stays cool without aid of cooling device:,Not reported,"$20,000 to $29,999",380,380.0,ok,5.942799375126701
2023,How well home stays cool without aid of cooling device:,Not reported,"$200,000 or more",475,475.0,ok,6.16541785423142
2023,How well home stays cool without aid of cooling device:,Not reported,"$30,000 to $39,999",366,366.0,ok,5.905361848054571
2023,How well home stays cool without aid of cooling device:,Not reported,"$40,000 to $49,999",299,299.0,ok,5.703782474656201
2023,How well home stays cool without aid of cooling device:,Not reported,"$50,000 to $59,999",403,403.0,ok,6.0014148779611505
2023,How well home stays cool without aid of cooling device:,Not reported,"$60,000 to $79,999",432,432.0,ok,6.07073772800249
2023,How well home stays cool without aid of cooling device:,Not reported,"$80,000 to $99,999",527,527.0,ok,6.269096283706261
2023,How well home stays cool without aid of cooling device:,Not reported,"Less than $10,000",447,447.0,ok,6.104793232414985
2023,How well home stays cool without aid of cooling device:,Not very well,"$10,000 to $19,999","1,116",1116.0,ok,7.018401799069201
2023,How well home stays cool without aid of cooling device:,Not very well,"$100,000 to $119,999","1,734",1734.0,ok,7.45876269238096
2023,How well home stays cool without aid of cooling device:,Not very well,"$120,000 to $139,999","1,266",1266.0,ok,7.144407180321139
2023,How well home stays cool without aid of cooling device:,Not very well,"$140,000 to $159,999","1,006",1006.0,ok,6.914730892718563
2023,How well home stays cool without aid of cooling device:,Not very well,"$160,000 to $179,999",742,742.0,ok,6.610696044717759
2023,How well home stays cool without aid of cooling device:,Not very well,"$180,000 to $199,999",603,603.0,ok,6.403574197934815
2023,How well home stays cool without aid of cooling device:,Not very well,"$20,000 to $29,999","1,187",1187.0,ok,7.080026499922591
2023,How well home stays cool without aid of cooling device:,Not very well,"$200,000 or more","2,477",2477.0,ok,7.815207062189088
2023,How well home stays cool without aid of cooling device:,Not very well,"$30,000 to $39,999","1,617",1617.0,ok,7.388946097618437
2023,How well home stays cool without aid of cooling device:,Not very well,"$40,000 to $49,999","1,525",1525.0,ok,7.330405211844402
2023,How well home stays cool without aid of cooling device:,Not very well,"$50,000 to $59,999","1,361",1361.0,ok,7.216709486709457
2023,How well home stays cool without aid of cooling device:,Not very well,"$60,000 to $79,999","2,457",2457.0,ok,7.80710329012598
2023,How well home stays cool without aid of cooling device:,Not very well,"$80,000 to $99,999","2,114",2114.0,ok,7.656810091480378
2023,How well home stays cool without aid of cooling device:,Not very well,"Less than $10,000","1,137",1137.0,ok,7.037027614686276
2023,How well home stays cool without aid of cooling device:,Not well at all,"$10,000 to $19,999","1,759",1759.0,ok,7.473069088032197
2023,How well home stays cool without aid of cooling device:,Not well at all,"$100,000 to $119,999","1,646",1646.0,ok,7.4067107301776405
2023,How well home stays cool without aid of cooling device:,Not well at all,"$120,000 to $139,999","1,417",1417.0,ok,7.257002707092073
2023,How well home stays cool without aid of cooling device:,Not well at all,"$140,000 to $159,999","1,155",1155.0,ok,7.052721049232323
2023,How well home stays cool without aid of cooling device:,Not well at all,"$160,000 to $179,999",713,713.0,ok,6.570882962339584
2023,How well home stays cool without aid of cooling device:,Not well at all,"$180,000 to $199,999",491,491.0,ok,6.198478716492308
2023,How well home stays cool without aid of cooling device:,Not well at all,"$20,000 to $29,999","1,630",1630.0,ok,7.396948602621014
2023,How well home stays cool without aid of cooling device:,Not well at all,"$200,000 or more","2,116",2116.0,ok,7.6577552711348655
2023,How well home stays cool without aid of cooling device:,Not well at all,"$30,000 to $39,999","1,868",1868.0,ok,7.533158807455563
2023,How well home stays cool without aid of cooling device:,Not well at all,"$40,000 to $49,999","1,914",1914.0,ok,7.557472901614746
2023,How well home stays cool without aid of cooling device:,Not well at all,"$50,000 to $59,999","1,645",1645.0,ok,7.406103381237015
2023,How well home stays cool without aid of cooling device:,Not well at all,"$60,000 to $79,999","3,062",3062.0,ok,8.027150106832774
2023,How well home stays cool without aid of cooling device:,Not well at all,"$80,000 to $99,999","2,116",2116.0,ok,7.6577552711348655
2023,How well home stays cool without aid of cooling device:,Not well at all,"Less than $10,000","1,673",1673.0,ok,7.422971251049421
2023,How well home stays cool without aid of cooling device:,Somewhat well,"$10,000 to $19,999","2,941",2941.0,ok,7.9868449011613825
2023,How well home stays cool without aid of cooling device:,Somewhat well,"$100,000 to $119,999","3,562",3562.0,ok,8.178358165605836
2023,How well home stays cool without aid of cooling device:,Somewhat well,"$120,000 to $139,999","3,019",3019.0,ok,8.013012110368916
2023,How well home stays cool without aid of cooling device:,Somewhat well,"$140,000 to $159,999","2,331",2331.0,ok,7.754481547470383
